"id","journal_id","journal_type","account_id","allocation_method","allocation_entry","created_at","updated_at","allocation_factor"
45,21,"Payment",7,"qty",1.0,"2016-02-28 23:22:50.718011","2016-03-01 01:17:12.67538",0.090909090909090909
31,12,"Payment",12,"qty",3.0,"2015-12-29 18:51:44.495239","2016-03-17 15:23:26.908978",0.272727272727272727
46,21,"Payment",3,"qty",1.0,"2016-02-28 23:23:37.814872","2016-03-01 01:17:12.679354",0.090909090909090909
47,21,"Payment",12,"qty",3.0,"2016-02-28 23:23:37.828976","2016-03-17 15:21:40.929552",0.272727272727272727
54,21,"Payment",5,"qty",2.0,"2016-02-28 23:23:37.865548","2016-03-17 15:21:40.936683",0.181818181818181818
49,21,"Payment",9,"qty",1.0,"2016-02-28 23:23:37.837798","2016-03-01 01:17:12.691352",0.090909090909090909
50,21,"Payment",8,"qty",1.0,"2016-02-28 23:23:37.842414","2016-03-01 01:17:12.695085",0.090909090909090909
51,21,"Payment",11,"qty",1.0,"2016-02-28 23:23:37.846098","2016-03-01 01:17:12.698952",0.090909090909090909
78,26,"Payment",12,"qty",3.0,"2016-02-28 23:33:01.52628","2016-03-17 15:22:37.152907",0.272727272727272727
53,21,"Payment",6,"qty",1.0,"2016-02-28 23:23:37.852725","2016-03-01 01:17:12.708138",0.090909090909090909
112,30,"Payment",12,"qty",3.0,"2016-03-01 00:36:12.360458","2016-03-17 15:24:34.96604",0.272727272727272727
76,26,"Payment",5,"qty",2.0,"2016-02-28 23:32:30.630013","2016-03-17 15:22:37.146928",0.181818181818181818
77,26,"Payment",3,"qty",1.0,"2016-02-28 23:33:01.520146","2016-03-01 01:17:25.251079",0.090909090909090909
118,30,"Payment",5,"qty",2.0,"2016-03-01 00:36:12.378905","2016-03-17 15:24:34.960674",0.181818181818181818
87,28,"Payment",5,"qty",2.0,"2016-03-01 00:27:40.651243","2016-03-17 15:24:07.230281",0.181818181818181818
55,22,"Payment",9,"qty",1.0,"2016-02-28 23:25:18.514584","2016-02-28 23:29:12.686394",0.2
59,22,"Payment",3,"qty",1.0,"2016-02-28 23:29:12.662535","2016-02-28 23:29:12.695403",0.2
60,22,"Payment",7,"qty",1.0,"2016-02-28 23:29:12.66657","2016-02-28 23:29:12.704283",0.2
61,22,"Payment",8,"qty",1.0,"2016-02-28 23:29:12.669464","2016-02-28 23:29:12.716269",0.2
62,22,"Payment",6,"qty",1.0,"2016-02-28 23:29:12.672177","2016-02-28 23:29:12.724508",0.2
80,26,"Payment",7,"qty",1.0,"2016-02-28 23:33:01.535265","2016-03-01 01:17:25.265249",0.090909090909090909
81,26,"Payment",9,"qty",1.0,"2016-02-28 23:33:01.539174","2016-03-01 01:17:25.268937",0.090909090909090909
82,26,"Payment",8,"qty",1.0,"2016-02-28 23:33:01.542824","2016-03-01 01:17:25.272588",0.090909090909090909
83,26,"Payment",11,"qty",1.0,"2016-02-28 23:33:01.549323","2016-03-01 01:17:25.276386",0.090909090909090909
56,23,"Payment",8,"qty",1.0,"2016-02-28 23:26:56.257075","2016-02-28 23:29:49.423067",0.2
58,25,"Payment",6,"qty",1.0,"2016-02-28 23:28:46.279106","2016-02-28 23:31:07.972209",0.2
71,25,"Payment",3,"qty",1.0,"2016-02-28 23:30:51.649477","2016-02-28 23:31:07.979745",0.2
72,25,"Payment",7,"qty",1.0,"2016-02-28 23:30:51.653135","2016-02-28 23:31:07.98696",0.2
73,25,"Payment",9,"qty",1.0,"2016-02-28 23:30:51.656342","2016-02-28 23:31:08.001676",0.2
74,25,"Payment",8,"qty",1.0,"2016-02-28 23:30:51.658889","2016-02-28 23:31:08.021696",0.2
63,23,"Payment",3,"qty",1.0,"2016-02-28 23:29:49.399452","2016-02-28 23:29:49.428921",0.2
64,23,"Payment",7,"qty",1.0,"2016-02-28 23:29:49.402662","2016-02-28 23:29:49.434528",0.2
65,23,"Payment",9,"qty",1.0,"2016-02-28 23:29:49.405593","2016-02-28 23:29:49.440353",0.2
66,23,"Payment",6,"qty",1.0,"2016-02-28 23:29:49.408388","2016-02-28 23:29:49.446001",0.2
57,24,"Payment",7,"qty",1.0,"2016-02-28 23:27:31.128308","2016-02-28 23:30:30.660673",0.2
67,24,"Payment",3,"qty",1.0,"2016-02-28 23:30:30.635966","2016-02-28 23:30:30.666928",0.2
68,24,"Payment",9,"qty",1.0,"2016-02-28 23:30:30.639495","2016-02-28 23:30:30.675433",0.2
69,24,"Payment",8,"qty",1.0,"2016-02-28 23:30:30.642608","2016-02-28 23:30:30.681485",0.2
70,24,"Payment",6,"qty",1.0,"2016-02-28 23:30:30.645748","2016-02-28 23:30:30.687448",0.2
103,28,"Payment",12,"qty",3.0,"2016-03-01 00:35:47.334443","2016-03-17 15:24:07.246532",0.272727272727272727
85,26,"Payment",6,"qty",1.0,"2016-02-28 23:33:01.562766","2016-03-01 01:17:25.283813",0.090909090909090909
106,28,"Payment",9,"qty",1.0,"2016-03-01 00:35:47.340223","2016-03-01 01:17:40.984132",0.090909090909090909
101,28,"Payment",3,"qty",1.0,"2016-03-01 00:35:47.330201","2016-03-01 01:17:40.988297",0.090909090909090909
104,28,"Payment",7,"qty",1.0,"2016-03-01 00:35:47.336334","2016-03-01 01:17:41.000667",0.090909090909090909
105,28,"Payment",8,"qty",1.0,"2016-03-01 00:35:47.338349","2016-03-01 01:17:41.005187",0.090909090909090909
107,28,"Payment",11,"qty",1.0,"2016-03-01 00:35:47.342177","2016-03-01 01:17:41.009056",0.090909090909090909
108,28,"Payment",6,"qty",1.0,"2016-03-01 00:35:47.344438","2016-03-01 01:17:41.012845",0.090909090909090909
89,30,"Payment",7,"qty",1.0,"2016-03-01 00:31:32.821101","2016-03-01 01:17:57.442756",0.090909090909090909
91,27,"Payment",3,"qty",1.0,"2016-03-01 00:35:10.595387","2016-03-01 00:35:10.622821",0.1
92,27,"Payment",13,"qty",1.0,"2016-03-01 00:35:10.598198","2016-03-01 00:35:10.626766",0.1
93,27,"Payment",12,"qty",1.0,"2016-03-01 00:35:10.600081","2016-03-01 00:35:10.630563",0.1
94,27,"Payment",7,"qty",1.0,"2016-03-01 00:35:10.601907","2016-03-01 00:35:10.634379",0.1
95,27,"Payment",8,"qty",1.0,"2016-03-01 00:35:10.60371","2016-03-01 00:35:10.63804",0.1
96,27,"Payment",9,"qty",1.0,"2016-03-01 00:35:10.605591","2016-03-01 00:35:10.641737",0.1
97,27,"Payment",11,"qty",1.0,"2016-03-01 00:35:10.607406","2016-03-01 00:35:10.645433",0.1
98,27,"Payment",6,"qty",1.0,"2016-03-01 00:35:10.609288","2016-03-01 00:35:10.650436",0.1
99,27,"Payment",14,"qty",1.0,"2016-03-01 00:35:10.611107","2016-03-01 00:35:10.654041",0.1
100,27,"Payment",5,"qty",1.0,"2016-03-01 00:35:10.612903","2016-03-01 00:35:10.657737",0.1
110,30,"Payment",3,"qty",1.0,"2016-03-01 00:36:12.35489","2016-03-01 01:17:57.438981",0.090909090909090909
113,30,"Payment",8,"qty",1.0,"2016-03-01 00:36:12.36314","2016-03-01 01:17:57.453847",0.090909090909090909
114,30,"Payment",9,"qty",1.0,"2016-03-01 00:36:12.368968","2016-03-01 01:17:57.45762",0.090909090909090909
115,30,"Payment",11,"qty",1.0,"2016-03-01 00:36:12.372","2016-03-01 01:17:57.461718",0.090909090909090909
116,30,"Payment",6,"qty",1.0,"2016-03-01 00:36:12.374076","2016-03-01 01:17:57.465826",0.090909090909090909
122,29,"Payment",9,"qty",1.0,"2016-03-01 00:36:34.726288","2016-03-06 15:59:50.956031",0.090909090909090909
90,31,"Payment",6,"qty",1.0,"2016-03-01 00:32:41.618604","2016-03-01 01:18:31.83232",0.090909090909090909
121,29,"Payment",7,"qty",1.0,"2016-03-01 00:36:34.724367","2016-03-06 15:59:50.945246",0.090909090909090909
147,33,"Payment",3,"qty",1.0,"2016-03-01 01:14:24.402606","2016-03-01 01:18:39.162867",0.090909090909090909
149,33,"Payment",7,"qty",1.0,"2016-03-01 01:14:24.406981","2016-03-01 01:18:39.1708",0.090909090909090909
150,33,"Payment",8,"qty",1.0,"2016-03-01 01:14:24.408838","2016-03-01 01:18:39.17475",0.090909090909090909
151,33,"Payment",9,"qty",1.0,"2016-03-01 01:14:24.410722","2016-03-01 01:18:39.178757",0.090909090909090909
152,33,"Payment",11,"qty",1.0,"2016-03-01 01:14:24.412622","2016-03-01 01:18:39.182475",0.090909090909090909
153,33,"Payment",6,"qty",1.0,"2016-03-01 01:14:24.41445","2016-03-01 01:18:39.186272",0.090909090909090909
144,32,"Payment",11,"qty",1.0,"2016-03-01 01:14:07.03593","2016-03-01 01:18:10.588292",0.090909090909090909
145,32,"Payment",6,"qty",1.0,"2016-03-01 01:14:07.037773","2016-03-01 01:18:10.592383",0.090909090909090909
136,32,"Payment",5,"qty",2.0,"2016-03-01 01:11:48.515502","2016-03-17 15:25:01.608695",0.181818181818181818
140,32,"Payment",12,"qty",3.0,"2016-03-01 01:14:07.028701","2016-03-17 15:25:01.614457",0.272727272727272727
126,29,"Payment",5,"qty",2.0,"2016-03-01 00:36:34.734344","2016-03-17 15:32:00.950642",0.181818181818181818
123,29,"Payment",11,"qty",1.0,"2016-03-01 00:36:34.728191","2016-03-06 15:59:50.972471",0.090909090909090909
137,33,"Payment",12,"qty",3.0,"2016-03-01 01:13:31.089119","2016-03-17 15:33:15.388022",0.272727272727272727
170,37,"Payment",6,"qty",1.0,"2016-03-05 19:16:41.277777","2016-03-05 19:19:06.443514",0.2
167,34,"Payment",3,"qty",1.0,"2016-03-05 19:14:37.56974","2016-03-05 19:17:33.227265",0.25
172,34,"Payment",8,"qty",1.0,"2016-03-05 19:17:33.18084","2016-03-05 19:17:33.240365",0.25
173,34,"Payment",11,"qty",1.0,"2016-03-05 19:17:33.189571","2016-03-05 19:17:33.25184",0.25
174,34,"Payment",6,"qty",1.0,"2016-03-05 19:17:33.19704","2016-03-05 19:17:33.261029",0.25
168,35,"Payment",11,"qty",1.0,"2016-03-05 19:15:16.382535","2016-03-05 19:18:00.660161",0.2
129,31,"Payment",12,"qty",3.0,"2016-03-01 00:36:56.311191","2016-03-17 15:32:22.020542",0.272727272727272727
193,42,"Payment",9,"qty",1.0,"2016-03-06 14:59:53.660905","2016-03-17 15:31:21.152646",0.1
30,12,"Payment",5,"qty",2.0,"2015-12-26 20:03:38.394448","2016-03-17 15:23:26.914137",0.181818181818181818
127,31,"Payment",3,"qty",1.0,"2016-03-01 00:36:56.307152","2016-03-01 01:18:31.836525",0.090909090909090909
155,33,"Payment",5,"qty",2.0,"2016-03-01 01:14:24.418772","2016-03-17 15:33:15.39843",0.181818181818181818
27,12,"Payment",8,"qty",1.0,"2015-12-26 20:03:38.387298","2016-03-01 01:17:02.569635",0.090909090909090909
28,12,"Payment",11,"qty",1.0,"2015-12-26 20:03:38.389587","2016-03-01 01:17:02.573609",0.090909090909090909
23,12,"Payment",7,"qty",1.0,"2015-12-26 20:00:45.144967","2016-03-01 01:17:02.577619",0.090909090909090909
24,12,"Payment",3,"qty",1.0,"2015-12-26 20:03:38.378277","2016-03-01 01:17:02.581865",0.090909090909090909
26,12,"Payment",9,"qty",1.0,"2015-12-26 20:03:38.384643","2016-03-01 01:17:02.58606",0.090909090909090909
29,12,"Payment",6,"qty",1.0,"2015-12-26 20:03:38.392015","2016-03-01 01:17:02.590376",0.090909090909090909
194,42,"Payment",5,"qty",2.0,"2016-03-06 14:59:53.66416","2016-03-17 15:31:21.13469",0.2
190,42,"Payment",12,"qty",3.0,"2016-03-06 14:59:53.649691","2016-03-17 15:31:21.141212",0.3
135,31,"Payment",5,"qty",2.0,"2016-03-01 00:36:56.323515","2016-03-17 15:32:22.025884",0.181818181818181818
191,42,"Payment",7,"qty",1.0,"2016-03-06 14:59:53.653994","2016-03-17 15:31:21.146854",0.1
120,29,"Payment",12,"qty",3.0,"2016-03-01 00:36:34.722393","2016-03-17 15:32:00.94541",0.272727272727272727
138,32,"Payment",3,"qty",1.0,"2016-03-01 01:14:07.024542","2016-03-01 01:18:10.561904",0.090909090909090909
141,32,"Payment",7,"qty",1.0,"2016-03-01 01:14:07.03055","2016-03-01 01:18:10.573882",0.090909090909090909
142,32,"Payment",8,"qty",1.0,"2016-03-01 01:14:07.03238","2016-03-01 01:18:10.577844",0.090909090909090909
143,32,"Payment",9,"qty",1.0,"2016-03-01 01:14:07.034152","2016-03-01 01:18:10.581891",0.090909090909090909
130,31,"Payment",7,"qty",1.0,"2016-03-01 00:36:56.313117","2016-03-01 01:18:31.849052",0.090909090909090909
131,31,"Payment",8,"qty",1.0,"2016-03-01 00:36:56.31515","2016-03-01 01:18:31.854531",0.090909090909090909
132,31,"Payment",9,"qty",1.0,"2016-03-01 00:36:56.317045","2016-03-01 01:18:31.861139",0.090909090909090909
133,31,"Payment",11,"qty",1.0,"2016-03-01 00:36:56.318895","2016-03-01 01:18:31.866643",0.090909090909090909
186,38,"Payment",11,"qty",1.0,"2016-03-05 19:19:22.027681","2016-03-05 19:19:22.052592",0.333333333333333333
175,35,"Payment",3,"qty",1.0,"2016-03-05 19:18:00.636787","2016-03-05 19:18:00.671428",0.2
176,35,"Payment",8,"qty",1.0,"2016-03-05 19:18:00.639863","2016-03-05 19:18:00.67701",0.2
177,35,"Payment",6,"qty",1.0,"2016-03-05 19:18:00.642395","2016-03-05 19:18:00.683381",0.2
178,35,"Payment",5,"qty",1.0,"2016-03-05 19:18:00.646444","2016-03-05 19:18:00.690273",0.2
179,36,"Payment",3,"qty",1.0,"2016-03-05 19:18:15.490622","2016-03-05 19:18:15.509565",0.333333333333333333
180,36,"Payment",5,"qty",1.0,"2016-03-05 19:18:15.493898","2016-03-05 19:18:15.515627",0.333333333333333333
169,36,"Payment",6,"qty",1.0,"2016-03-05 19:15:54.963605","2016-03-05 19:18:15.521312",0.333333333333333333
181,37,"Payment",3,"qty",1.0,"2016-03-05 19:19:06.425436","2016-03-05 19:19:06.449126",0.2
182,37,"Payment",8,"qty",1.0,"2016-03-05 19:19:06.42796","2016-03-05 19:19:06.455841",0.2
183,37,"Payment",11,"qty",1.0,"2016-03-05 19:19:06.430045","2016-03-05 19:19:06.462238",0.2
184,37,"Payment",5,"qty",1.0,"2016-03-05 19:19:06.432162","2016-03-05 19:19:06.467166",0.2
185,38,"Payment",3,"qty",1.0,"2016-03-05 19:19:22.02449","2016-03-05 19:19:22.041455",0.333333333333333333
171,38,"Payment",6,"qty",1.0,"2016-03-05 19:17:16.753306","2016-03-05 19:19:22.047102",0.333333333333333333
188,41,"Payment",11,"qty",1.0,"2016-03-05 20:05:35.217797","2016-03-06 15:53:52.937858",0.090909090909090909
88,29,"Payment",8,"qty",1.0,"2016-03-01 00:29:55.991891","2016-03-06 15:59:50.960958",0.090909090909090909
187,40,"Payment",5,"qty",1.0,"2016-03-05 20:05:08.379467","2016-03-06 15:52:39.552038",0.2
202,41,"Payment",12,"qty",3.0,"2016-03-06 15:53:52.898883","2016-03-17 19:53:00.532068",0.272727272727272727
206,41,"Payment",5,"qty",2.0,"2016-03-06 15:53:52.909431","2016-03-17 19:53:00.537894",0.181818181818181818
198,40,"Payment",8,"qty",1.0,"2016-03-06 15:52:39.491717","2016-03-06 15:52:39.559148",0.2
199,40,"Payment",11,"qty",1.0,"2016-03-06 15:52:39.497134","2016-03-06 15:52:39.564911",0.2
200,40,"Payment",6,"qty",1.0,"2016-03-06 15:52:39.499882","2016-03-06 15:52:39.571519",0.2
201,40,"Payment",3,"qty",1.0,"2016-03-06 15:52:39.502704","2016-03-06 15:52:39.580162",0.2
203,41,"Payment",7,"qty",1.0,"2016-03-06 15:53:52.901629","2016-03-06 15:53:52.948134",0.090909090909090909
204,41,"Payment",8,"qty",1.0,"2016-03-06 15:53:52.903869","2016-03-06 15:53:52.953357",0.090909090909090909
205,41,"Payment",9,"qty",1.0,"2016-03-06 15:53:52.906471","2016-03-06 15:53:52.960035",0.090909090909090909
207,41,"Payment",6,"qty",1.0,"2016-03-06 15:53:52.912149","2016-03-06 15:53:52.972516",0.090909090909090909
208,41,"Payment",3,"qty",1.0,"2016-03-06 15:53:52.915792","2016-03-06 15:53:52.978165",0.090909090909090909
124,29,"Payment",6,"qty",1.0,"2016-03-01 00:36:34.73033","2016-03-06 15:59:50.977661",0.090909090909090909
212,29,"Payment",3,"qty",1.0,"2016-03-06 15:59:50.932104","2016-03-06 15:59:50.999432",0.090909090909090909
213,43,"Payment",8,"qty",1.0,"2016-03-11 02:11:17.558228","2016-03-11 02:11:36.153341",0.333333333333333333
214,43,"Payment",7,"qty",1.0,"2016-03-11 02:11:36.126704","2016-03-11 02:11:36.161953",0.333333333333333333
215,43,"Payment",9,"qty",1.0,"2016-03-11 02:11:36.131901","2016-03-11 02:11:36.177555",0.333333333333333333
189,42,"Payment",6,"qty",1.0,"2016-03-06 14:58:09.162412","2016-03-17 15:31:21.159192",0.1
192,42,"Payment",8,"qty",1.0,"2016-03-06 14:59:53.657502","2016-03-17 15:31:21.165204",0.1
195,42,"Payment",3,"qty",1.0,"2016-03-06 14:59:53.667404","2016-03-17 15:31:21.170849",0.1
